Adj Close,Volume,Close,High,Low,Open,Date
89.550003,11450300.0,89.550003,91.269997,88.300003,90.160004,2016-05-19
90.5,13911800.0,90.5,91.720001,88.25,88.25,2016-05-18
88.629997,11571300.0,88.629997,90.870003,88.169998,89.0,2016-05-17
89.120003,11247800.0,89.120003,90.0,86.150002,87.559998,2016-05-16
87.879997,11571400.0,87.879997,88.589996,86.260002,87.389999,2016-05-13
87.739998,20408100.0,87.739998,90.410004,85.739998,90.32,2016-05-12
90.019997,11692900.0,90.019997,92.589996,89.900002,92.400002,2016-05-11
92.889999,11175900.0,92.889999,93.25,91.089996,91.139999,2016-05-10
90.540001,9543700.0,90.540001,91.830002,89.900002,90.730003,2016-05-09
90.839996,10427600.0,90.839996,90.879997,88.110001,88.830002,2016-05-06
89.370003,10368500.0,89.370003,92.080002,89.25,90.910004,2016-05-05
90.790001,7394700.0,90.790001,92.160004,90.349998,91.0,2016-05-04
91.540001,10593900.0,91.540001,93.25,91.300003,92.080002,2016-05-03
93.110001,12547000.0,93.110001,93.220001,89.889999,90.410004,2016-05-02
90.029999,13968000.0,90.029999,90.559998,88.209999,90.5,2016-04-29
90.279999,11474900.0,90.279999,92.669998,90.089996,91.5,2016-04-28
91.040001,12218900.0,91.040001,92.5,90.209999,92.18,2016-04-27
92.43,15330900.0,92.43,93.550003,91.25,93.5,2016-04-26
93.559998,14985400.0,93.559998,95.75,92.800003,95.699997,2016-04-25
95.900002,15806300.0,95.900002,96.690002,94.209999,94.849998,2016-04-22
94.980003,19919400.0,94.980003,97.379997,94.779999,97.309998,2016-04-21
96.769997,26613500.0,96.769997,96.980003,93.139999,94.339996,2016-04-20
94.339996,55728800.0,94.339996,101.370003,94.199997,99.489998,2016-04-19
108.400002,27001500.0,108.400002,110.699997,106.019997,109.900002,2016-04-18
111.510002,11746100.0,111.510002,111.849998,109.779999,110.639999,2016-04-15
110.419998,9553700.0,110.419998,111.639999,109.150002,110.010002,2016-04-14
109.650002,16701700.0,109.650002,111.279999,107.879997,108.0,2016-04-13
106.980003,12437000.0,106.980003,107.220001,102.209999,103.150002,2016-04-12
102.68,7451300.0,102.68,104.980003,102.620003,104.040001,2016-04-11
103.809998,7857600.0,103.809998,105.330002,102.82,105.120003,2016-04-08
104.449997,10774900.0,104.449997,106.440002,103.599998,104.309998,2016-04-07
104.830002,9605800.0,104.830002,106.440002,104.25,105.300003,2016-04-06
104.940002,10060900.0,104.940002,105.75,103.25,103.470001,2016-04-05
104.349998,10940400.0,104.349998,105.919998,103.199997,105.900002,2016-04-04
105.699997,14182400.0,105.699997,105.790001,102.470001,102.93,2016-04-01
102.230003,9747500.0,102.230003,103.529999,101.050003,102.43,2016-03-31
102.190002,14705000.0,102.190002,104.910004,101.480003,104.650002,2016-03-30
104.129997,16008900.0,104.129997,104.330002,101.0,101.080002,2016-03-29
101.209999,12432200.0,101.209999,101.440002,97.82,98.339996,2016-03-28
98.360001,10671100.0,98.360001,98.849998,97.07,98.639999,2016-03-24
99.589996,8313500.0,99.589996,100.389999,98.809998,99.75,2016-03-23
99.839996,9069900.0,99.839996,101.519997,99.199997,100.480003,2016-03-22
101.059998,9578500.0,101.059998,102.099998,99.5,101.150002,2016-03-21
101.120003,15453500.0,101.120003,102.410004,100.010002,100.5,2016-03-18
99.720001,13825000.0,99.720001,101.389999,99.0,99.050003,2016-03-17
99.349998,12630500.0,99.349998,99.730003,97.5,97.529999,2016-03-16
97.860001,9691800.0,97.860001,98.510002,96.43,97.870003,2016-03-15
98.129997,11251900.0,98.129997,99.419998,97.169998,97.199997,2016-03-14
97.660004,15114300.0,97.660004,99.599998,96.050003,99.510002,2016-03-11
97.360001,17002100.0,97.360001,99.739998,95.449997,98.18,2016-03-10
98.0,12298700.0,98.0,98.370003,95.0,96.82,2016-03-09
96.230003,14797000.0,96.230003,98.279999,94.5,95.0,2016-03-08
95.489998,23855200.0,95.489998,101.790001,95.25,101.0,2016-03-07
