Adj Close,Volume,Close,High,Low,Open,Date
139.139999,5399800.0,139.139999,140.910004,138.259995,139.690002,2017-03-03
139.529999,6110700.0,139.529999,142.699997,139.089996,142.149994,2017-03-02
142.649994,4156800.0,142.649994,143.259995,142.100006,142.839996,2017-03-01
142.130005,3823900.0,142.130005,143.570007,141.850006,143.300003,2017-02-28
143.410004,3902500.0,143.410004,143.919998,142.380005,143.119995,2017-02-27
143.25,3288600.0,143.25,143.559998,141.550003,141.880005,2017-02-24
142.779999,4657000.0,142.779999,144.490005,141.520004,144.449997,2017-02-23
143.860001,3463000.0,143.860001,144.0,142.169998,142.919998,2017-02-22
142.600006,3461800.0,142.600006,143.380005,141.809998,142.990005,2017-02-21
142.220001,4574300.0,142.220001,142.899994,141.270004,141.75,2017-02-17
142.009995,2839200.0,142.009995,142.440002,141.070007,142.419998,2017-02-16
142.270004,5274700.0,142.270004,142.429993,140.509995,140.720001,2017-02-15
140.820007,8355000.0,140.820007,144.110001,140.050003,143.199997,2017-02-14
143.199997,4781700.0,143.199997,145.949997,143.050003,145.190002,2017-02-13
144.820007,5528100.0,144.820007,145.300003,143.970001,144.679993,2017-02-10
144.139999,4543100.0,144.139999,145.089996,143.580002,144.979996,2017-02-09
144.740005,6856100.0,144.740005,145.070007,142.559998,143.570007,2017-02-08
144.0,8514700.0,144.0,144.279999,141.050003,141.490005,2017-02-07
140.970001,3527600.0,140.970001,141.0,139.160004,140.0,2017-02-06
140.25,3504500.0,140.25,140.639999,139.100006,139.509995,2017-02-03
139.199997,3443700.0,139.199997,141.039993,139.050003,140.610001,2017-02-02
140.779999,6013100.0,140.779999,142.410004,139.300003,141.199997,2017-02-01
140.710007,4361000.0,140.710007,141.830002,139.699997,140.550003,2017-01-31
141.220001,8104500.0,141.220001,141.970001,138.800003,141.770004,2017-01-30
142.449997,8290200.0,142.449997,142.490005,139.0,139.460007,2017-01-27
138.960007,6028400.0,138.960007,141.210007,138.509995,140.449997,2017-01-26
139.520004,7238100.0,139.520004,141.389999,139.050003,140.800003,2017-01-25
140.110001,7743200.0,140.110001,140.929993,137.029999,138.110001,2017-01-24
137.389999,7421000.0,137.389999,139.490005,137.309998,138.649994,2017-01-23
138.600006,9432700.0,138.600006,140.789993,137.660004,139.360001,2017-01-20
138.410004,23163700.0,138.410004,143.460007,138.25,142.009995,2017-01-19
133.259995,14666800.0,133.259995,133.649994,131.059998,133.210007,2017-01-18
132.889999,12183200.0,132.889999,135.399994,132.089996,135.039993,2017-01-17
133.699997,10479100.0,133.699997,133.929993,130.580002,131.149994,2017-01-13
129.179993,5383000.0,129.179993,130.850006,128.5,130.630005,2017-01-12
130.5,5608000.0,130.5,131.5,129.25,130.910004,2017-01-11
129.889999,5981800.0,129.889999,132.220001,129.289993,131.270004,2017-01-10
130.949997,5766900.0,130.949997,131.990005,129.889999,131.479996,2017-01-09
131.070007,10645000.0,131.070007,133.880005,129.809998,132.080002,2017-01-06
131.809998,9646100.0,131.809998,132.75,128.899994,129.220001,2017-01-05
129.410004,7821200.0,129.410004,130.169998,126.550003,127.489998,2017-01-04
127.489998,9421400.0,127.489998,128.190002,124.309998,124.959999,2017-01-03
123.800003,4426500.0,123.800003,126.57,123.599998,126.239998,2016-12-30
125.330002,3443700.0,125.330002,126.139999,124.199997,125.949997,2016-12-29
125.889999,4366700.0,125.889999,129.070007,125.760002,129.070007,2016-12-28
128.350006,5276200.0,128.350006,129.050003,125.699997,126.239998,2016-12-27
125.589996,2002100.0,125.589996,126.279999,125.080002,125.610001,2016-12-23
125.580002,4160700.0,125.580002,127.5,125.18,126.839996,2016-12-22
126.5,6497200.0,126.5,127.739998,125.0,125.529999,2016-12-21
125.120003,3932100.0,125.120003,126.300003,124.639999,125.459999,2016-12-20
125.449997,4828200.0,125.449997,126.440002,122.870003,124.300003,2016-12-19
124.220001,7821700.0,124.220001,126.68,124.010002,126.389999,2016-12-16
125.0,7372400.0,125.0,127.43,122.949997,123.440002,2016-12-15
123.440002,6065200.0,123.440002,124.400002,122.5,123.43,2016-12-14
123.779999,5523400.0,123.779999,125.089996,122.779999,123.510002,2016-12-13
122.830002,3906300.0,122.830002,124.029999,122.300003,122.839996,2016-12-12
122.879997,4694500.0,122.879997,124.300003,121.730003,123.779999,2016-12-09
123.239998,8982500.0,123.239998,126.349998,122.160004,125.400002,2016-12-08
125.389999,8170100.0,125.389999,125.75,123.25,124.480003,2016-12-07
124.57,11476600.0,124.57,124.790001,119.419998,120.099998,2016-12-06
119.160004,7614400.0,119.160004,120.75,118.400002,120.730003,2016-12-05
120.809998,8928900.0,120.809998,120.980003,116.75,116.75,2016-12-02
117.220001,8636900.0,117.220001,118.68,113.949997,117.519997,2016-12-01
117.0,7715100.0,117.0,120.370003,116.389999,119.0,2016-11-30
117.510002,7082300.0,117.510002,119.18,117.129997,117.300003,2016-11-29
116.93,5278900.0,116.93,117.620003,115.709999,117.050003,2016-11-28
117.410004,1616300.0,117.410004,118.389999,117.18,117.639999,2016-11-25
117.690002,4521300.0,117.690002,118.889999,117.309998,117.760002,2016-11-23
118.040001,7007200.0,118.040001,119.459999,116.980003,118.32,2016-11-22
117.959999,7064500.0,117.959999,118.720001,116.190002,116.199997,2016-11-21
115.209999,6746800.0,115.209999,116.419998,113.510002,115.730003,2016-11-18
115.029999,6232700.0,115.029999,116.809998,113.559998,115.129997,2016-11-17
115.190002,5933700.0,115.190002,116.120003,111.809998,112.959999,2016-11-16
113.589996,7445100.0,113.589996,116.410004,113.089996,114.550003,2016-11-15
113.379997,9932400.0,113.379997,115.900002,110.68,114.75,2016-11-14
114.779999,11070900.0,114.779999,116.629997,113.110001,114.900002,2016-11-11
115.419998,19718700.0,115.419998,122.970001,113.699997,122.760002,2016-11-10
122.190002,7705700.0,122.190002,123.650002,120.860001,121.839996,2016-11-09
124.339996,4667300.0,124.339996,125.809998,123.220001,124.120003,2016-11-08
124.580002,5827100.0,124.580002,125.75,123.370003,124.260002,2016-11-07
122.029999,5077700.0,122.029999,123.43,121.620003,122.0,2016-11-04
122.139999,5041300.0,122.139999,123.720001,121.839996,122.309998,2016-11-03
122.339996,4816500.0,122.339996,124.07,121.830002,122.830002,2016-11-02
123.300003,6978600.0,123.300003,125.830002,121.800003,124.980003,2016-11-01
124.870003,6517500.0,124.870003,126.900002,124.400002,126.849998,2016-10-31
126.57,7077300.0,126.57,128.929993,126.010002,126.080002,2016-10-28
126.470001,6914200.0,126.470001,128.179993,125.93,127.43,2016-10-27
126.970001,8602400.0,126.970001,128.720001,125.75,126.290001,2016-10-26
126.510002,8253900.0,126.510002,128.059998,125.75,126.519997,2016-10-25
127.330002,15980700.0,127.330002,129.289993,126.150002,127.419998,2016-10-24
127.5,18832400.0,127.5,127.849998,122.309998,122.5,2016-10-21
123.349998,14492800.0,123.349998,123.75,121.059998,121.970001,2016-10-20
121.870003,21981700.0,121.870003,122.449997,118.0,118.25,2016-10-19
118.790001,42168200.0,118.790001,119.82,116.5,116.629997,2016-10-18
99.800003,26589500.0,99.800003,100.730003,98.379997,100.5,2016-10-17
101.470001,9531100.0,101.470001,102.099998,100.349998,101.589996,2016-10-14
100.230003,8319300.0,100.230003,100.5,97.629997,98.010002,2016-10-13
99.5,7426500.0,99.5,102.470001,99.220001,100.879997,2016-10-12
100.589996,9032900.0,100.589996,102.900002,99.860001,102.309998,2016-10-11
103.330002,6699700.0,103.330002,104.529999,102.760002,103.18,2016-10-10
104.82,8659500.0,104.82,106.5,103.550003,103.980003,2016-10-07
105.07,6587700.0,105.07,105.470001,103.879997,104.970001,2016-10-06
106.279999,12942900.0,106.279999,106.970001,103.43,103.5,2016-10-05
102.339996,12143100.0,102.339996,104.440002,101.860001,103.190002,2016-10-04
102.629997,15344500.0,102.629997,103.389999,98.0,98.0,2016-10-03
98.550003,9807900.0,98.550003,99.529999,96.790001,96.900002,2016-09-30
96.669998,6217600.0,96.669998,98.309998,96.599998,97.309998,2016-09-29
97.480003,7235100.0,97.480003,97.589996,96.019997,97.099998,2016-09-28
97.07,9680100.0,97.07,97.639999,95.0,95.040001,2016-09-27
94.559998,6739200.0,94.559998,95.379997,94.040001,95.379997,2016-09-26
95.940002,6179500.0,95.940002,96.970001,95.43,95.75,2016-09-23
95.830002,11215000.0,95.830002,95.879997,94.230003,95.540001,2016-09-22
94.879997,20042200.0,94.879997,97.099998,93.260002,96.900002,2016-09-21
98.25,4736800.0,98.25,99.160004,97.660004,98.779999,2016-09-20
98.059998,8616200.0,98.059998,100.349998,97.82,99.900002,2016-09-19
99.480003,9445100.0,99.480003,99.489998,97.040001,97.099998,2016-09-16
97.339996,5293500.0,97.339996,97.970001,96.529999,97.230003,2016-09-15
97.010002,8481000.0,97.010002,98.349998,96.959999,97.349998,2016-09-14
96.089996,11788100.0,96.089996,98.0,95.330002,97.169998,2016-09-13
99.050003,7718400.0,99.050003,99.290001,95.709999,95.910004,2016-09-12
96.5,7373300.0,96.5,99.389999,96.5,99.059998,2016-09-09
99.660004,5201200.0,99.660004,100.050003,98.82,99.230003,2016-09-08
99.150002,6468500.0,99.150002,100.190002,98.419998,100.110001,2016-09-07
100.089996,9036100.0,100.089996,100.32,97.650002,97.760002,2016-09-06
97.379997,4247200.0,97.379997,98.18,97.010002,97.900002,2016-09-02
97.379997,4148600.0,97.379997,97.980003,96.919998,97.809998,2016-09-01
97.449997,4690600.0,97.449997,97.879997,96.760002,97.480003,2016-08-31
97.449997,6093500.0,97.449997,98.849998,97.139999,97.839996,2016-08-30
97.300003,8008400.0,97.300003,98.449997,96.57,96.970001,2016-08-29
97.580002,6617600.0,97.580002,97.949997,96.57,97.330002,2016-08-26
97.32,10823100.0,97.32,98.25,96.040001,96.379997,2016-08-25
95.18,6276500.0,95.18,96.360001,94.910004,96.129997,2016-08-24
95.940002,5239100.0,95.940002,96.589996,95.480003,95.68,2016-08-23
95.260002,5830500.0,95.260002,96.129997,94.949997,95.669998,2016-08-22
95.870003,6942900.0,95.870003,96.779999,95.510002,96.050003,2016-08-19
96.160004,7252600.0,96.160004,97.220001,95.169998,95.980003,2016-08-18
96.370003,8315600.0,96.370003,96.93,94.849998,94.940002,2016-08-17
95.120003,6311300.0,95.120003,95.610001,94.400002,95.190002,2016-08-16
95.309998,7304600.0,95.309998,96.910004,95.239998,96.830002,2016-08-15
96.589996,6592900.0,96.589996,96.830002,95.080002,95.529999,2016-08-12
95.889999,8547700.0,95.889999,96.330002,94.370003,94.599998,2016-08-11
93.93,6511100.0,93.93,94.75,92.949997,94.400002,2016-08-10
93.989998,9175400.0,93.989998,95.809998,93.480003,95.120003,2016-08-09
95.110001,10135400.0,95.110001,95.93,94.0,95.910004,2016-08-08
97.029999,18364800.0,97.029999,97.739998,93.559998,93.769997,2016-08-05
93.440002,6043400.0,93.440002,93.730003,91.82,93.199997,2016-08-04
93.099998,7030900.0,93.099998,94.669998,92.550003,93.279999,2016-08-03
93.559998,9836200.0,93.559998,94.080002,92.18,94.0,2016-08-02
94.370003,10666900.0,94.370003,94.669998,90.5,91.230003,2016-08-01
91.25,6960200.0,91.25,91.75,90.589996,91.190002,2016-07-29
91.650002,6227700.0,91.650002,92.209999,90.68,91.919998,2016-07-28
92.040001,8727500.0,92.040001,92.059998,90.099998,91.5,2016-07-27
91.410004,19577600.0,91.410004,93.099998,90.900002,91.029999,2016-07-26
87.660004,14135000.0,87.660004,87.870003,85.010002,85.730003,2016-07-25
85.889999,11363900.0,85.889999,86.5,85.110001,86.480003,2016-07-22
85.989998,16084000.0,85.989998,88.379997,85.209999,88.300003,2016-07-21
87.910004,23525100.0,87.910004,88.489998,85.82,86.669998,2016-07-20
85.839996,55681200.0,85.839996,86.75,84.5,85.43,2016-07-19
98.809998,28669700.0,98.809998,99.839996,97.239998,98.43,2016-07-18
98.389999,9041900.0,98.389999,98.699997,97.410004,98.519997,2016-07-15
98.019997,9885000.0,98.019997,98.269997,96.800003,97.0,2016-07-14
96.43,8768900.0,96.43,96.720001,94.800003,96.260002,2016-07-13
95.970001,11617400.0,95.970001,96.720001,94.089996,95.07,2016-07-12
94.669998,13276200.0,94.669998,96.870003,94.300003,96.190002,2016-07-11
97.059998,8335400.0,97.059998,97.410004,95.300003,96.0,2016-07-08
95.099998,9913500.0,95.099998,95.379997,93.18,94.699997,2016-07-07
94.599998,16301200.0,94.599998,96.0,93.550003,95.029999,2016-07-06
97.910004,25879400.0,97.910004,101.269997,93.309998,95.199997,2016-07-05
96.669998,16167200.0,96.669998,97.0,94.800003,95.0,2016-07-01
91.480003,9099000.0,91.480003,91.720001,89.900002,90.910004,2016-06-30
91.059998,11687100.0,91.059998,91.970001,88.699997,89.669998,2016-06-29
87.970001,11545600.0,87.970001,88.879997,86.410004,87.410004,2016-06-28
85.330002,13730500.0,85.330002,88.0,84.809998,87.879997,2016-06-27
88.440002,11248600.0,88.440002,90.489998,87.209999,87.529999,2016-06-24
91.660004,10819000.0,91.660004,91.68,88.150002,90.620003,2016-06-23
90.010002,9454700.0,90.010002,91.980003,89.769997,90.779999,2016-06-22
90.989998,15199700.0,90.989998,93.879997,90.769997,93.870003,2016-06-21
93.800003,9026400.0,93.800003,95.879997,93.650002,95.220001,2016-06-20
94.449997,8046800.0,94.449997,95.769997,94.199997,95.75,2016-06-17
95.440002,7550800.0,95.440002,95.559998,93.25,94.18,2016-06-16
94.290001,7675400.0,94.290001,95.459999,93.5,94.610001,2016-06-15
94.120003,9480400.0,94.120003,95.800003,93.269997,94.160004,2016-06-14
93.849998,13484300.0,93.849998,97.199997,93.620003,95.019997,2016-06-13
93.75,12907900.0,93.75,95.349998,93.279999,94.879997,2016-06-10
97.089996,8923800.0,97.089996,98.43,96.660004,97.220001,2016-06-09
97.860001,9423900.0,97.860001,100.279999,97.599998,100.019997,2016-06-08
99.889999,6474700.0,99.889999,101.629997,99.769997,101.199997,2016-06-07
100.739998,6828100.0,100.739998,101.07,99.720001,100.290001,2016-06-06
99.589996,9224000.0,99.589996,101.0,98.529999,100.989998,2016-06-03
101.25,7992400.0,101.25,102.150002,100.769997,101.389999,2016-06-02
101.510002,8393400.0,101.510002,101.919998,100.160004,101.5,2016-06-01
102.57,8725700.0,102.57,103.449997,102.129997,102.949997,2016-05-31
103.300003,9078300.0,103.300003,103.5,101.440002,102.440002,2016-05-27
102.809998,17824700.0,102.809998,104.0,101.379997,103.209999,2016-05-26
100.199997,15142900.0,100.199997,100.309998,98.300003,99.0,2016-05-25
97.889999,21246000.0,97.889999,99.139999,95.75,95.980003,2016-05-24
94.889999,13992300.0,94.889999,95.290001,92.849998,92.980003,2016-05-23
92.489998,15063000.0,92.489998,93.279999,89.980003,90.080002,2016-05-20
