-17.8,-31.1
-24.4,-32.2
-19.4,-28.9
-16.7,-20.0
-13.3,-16.7
-13.3,-17.2
-15.0,-27.8
-23.3,-32.8
-23.3,-32.2
-11.7,-24.4
-6.7,-12.8
-7.8,-12.2
-1.7,-8.9
3.9,-7.2
-6.7,-7.2
2.2,-5.0
3.3,-4.4
.6,-17.2
-5.6,-18.3
-6.7,-13.9
-6.7,-9.4
-4.4,-6.7
-.6,-4.4
0.,-1.1
-1.1,-16.1
-16.1,-23.3
-16.7,-22.2
-16.7,-28.3
-18.9,-28.3
-15.6,-26.7
-15.0,-27.2
